pubchem_cid	concept_id	concept_name	total_labels	type	n_labels	percent_labels	occurs_min	occurs_max	occurs_mean	occurs_mode	occurs_sd	occurs_iqr
5282241	C0008677	chronic bronchitis	2	indication	2	1	2	2	2	2	0	0
312	C0020621	hypokalemia	2	indication	1	0.5	1	1	1	1		0
4636	C0027424	nasal congestion	6	indication	6	1	1	1	1	1	0	0
54454	C0023895	liver disease	84	indication	52	0.619047619047619	1	1	1	1	0	0
3826	C0423602	foreign body sensation	39	indication	2	0.0512820512820513	1	1	1	1	0	0
5311412	C0042165	anterior uveitis	1	indication	1	1	1	1	1	1		0
62959	C0206172	diabetic foot	1	indication	1	1	1	1	1	1		0
3454	C2004491	scarring	4	indication	3	0.75	1	1	1	1	0	0
5746	C0577731	disseminated adenocarcinoma	1	indication	1	1	1	1	1	1		0
5815	C0037763	spasm	15	indication	7	0.466666666666667	1	1	1	1	0	0
2720	C0022353	Neonatal jaundice	8	indication	1	0.125	1	1	1	1		0
644073	C1510472	drug dependence	10	indication	1	0.1	1	1	1	1		0
63009	C0008301	choking	94	indication	22	0.234042553191489	1	1	1	1	0	0
31703	C0007137	squamous cell carcinoma	15	indication	4	0.266666666666667	1	1	1	1	0	0
5311101	C0018621	hay fever	35	indication	1	0.0285714285714286	2	2	2	2		0
2907	C0023418	leukemia	9	indication	9	1	1	2	1.11111111111111	1	0.333333333333333	0
16132265	C0027813	neuritis	1	indication	1	1	1	1	1	1		0
2764	C0033581	prostatitis	159	indication	120	0.754716981132076	1	1	1	1	0	0
4614	C0877248	adverse events	16	indication	1	0.0625	1	1	1	1		0
9782	C0020564	enlargement	35	indication	2	0.0571428571428571	1	1	1	1	0	0
5282241	C0032285	pneumonia	2	indication	2	1	1	1	1	1	0	0
5852	C0038012	spondylitis	9	indication	4	0.444444444444444	1	1	1	1	0	0
4634	C0002418	amblyopia	45	indication	1	0.0222222222222222	1	1	1	1		0
146570	C0024517	major depressive episode	16	indication	14	0.875	1	1	1	1	0	0
206	C0745153	hypoglycemic episodes	38	indication	2	0.0526315789473684	1	1	1	1	0	0
60871	C0019158	hepatitis	9	indication	9	1	1	2	1.88888888888889	2	0.333333333333333	0
5281099	C1262117	fungal keratitis	1	indication	1	1	1	1	1	1		0
6604100	C0026838	spasticity	7	indication	5	0.714285714285714	1	2	1.6	2	0.547722557505166	1
5281011	C0026936	Mycoplasma	38	indication	18	0.473684210526316	1	1	1	1	0	0
31307	C0006444	bursitis	62	indication	12	0.193548387096774	1	1	1	1	0	0
2484	C0021311	infection	2	indication	1	0.5	1	1	1	1		0
5904	C0152021	congenital heart disease	8	indication	3	0.375	1	1	1	1	0	0
2771	C1269683	major depressive disorder	93	indication	63	0.67741935483871	1	1	1	1	0	0
129228	C0014544	epilepsy	1	indication	1	1	1	1	1	1		0
3157	C0005697	neurogenic bladder	24	indication	3	0.125	1	1	1	1	0	0
6918296	C0341742	acute urinary retention	9	indication	7	0.777777777777778	1	1	1	1	0	0
2366	C0042571	vertigo	4	indication	4	1	1	1	1	1	0	0
26924	C0032227	pleural effusion	3	indication	3	1	1	1	1	1	0	0
3105	C0086543	cataract	2	indication	1	0.5	1	1	1	1		0
5280754	C0017665	membranous glomerulonephritis	25	indication	10	0.4	1	1	1	1	0	0
5281021	C0027438	nasopharynx	34	indication	18	0.529411764705882	1	1	1	1	0	0
3410	C0079043	bronchoconstriction	6	indication	5	0.833333333333333	1	1	1	1	0	0
31100	C0392702	abnormal involuntary movements	7	indication	6	0.857142857142857	1	1	1	1	0	0
6006	C0006826	cancer	1	indication	1	1	1	1	1	1		0
2564	C0343065	Dermographism	4	indication	4	1	1	1	1	1	0	0
5754	C0014236	ophthalmia	67	indication	10	0.149253731343284	1	1	1	1	0	0
2477	C0233494	tension	28	indication	24	0.857142857142857	1	1	1	1	0	0
1986	C0014544	epilepsy	11	indication	8	0.727272727272727	1	1	1	1	0	0
3386	C1291077	bloating	87	indication	11	0.126436781609195	1	1	1	1	0	0
4946	C0027651	tumor	46	indication	19	0.41304347826087	1	1	1	1	0	0
146570	C0344315	depressed mood	16	indication	14	0.875	1	1	1	1	0	0
5360373	C0677483	Testicular Carcinoma	3	indication	2	0.666666666666667	1	1	1	1	0	0
2244	C0038012	spondylitis	16	indication	8	0.5	1	1	1	1	0	0
2140	C0008311	cholangitis	15	indication	1	0.0666666666666667	1	1	1	1		0
312	C0003962	ascites	2	indication	1	0.5	1	1	1	1		0
4680	C0034065	pulmonary embolism	1	indication	1	1	1	1	1	1		0
6741	C0221423	sickness	39	indication	38	0.974358974358974	1	2	1.15789473684211	1	0.369537021476632	0
60853	C0497327	dementia	24	indication	4	0.166666666666667	1	1	1	1	0	0
5754	C0002878	hemolytic anemia	67	indication	10	0.149253731343284	1	1	1	1	0	0
5029	C2242528	nonerosive reflux disease	15	indication	2	0.133333333333333	1	1	1	1	0	0
2284	C0038454	cerebrovascular accident	30	indication	23	0.766666666666667	1	1	1	1	0	0
3676	C0016167	anal fissures	81	indication	2	0.0246913580246914	1	1	1	1	0	0
5320	C0086981	sicca	20	indication	5	0.25	1	1	1	1	0	0
5215	C0010692	cystitis	1	indication	1	1	1	1	1	1		0
5426	C0031117	peripheral neuropathy	14	indication	6	0.428571428571429	2	3	2.66666666666667	3	0.516397779494322	0.75
1548952	C0040128	Abnormal thyroid	4	indication	4	1	1	1	1	1	0	0
2140	C0040053	thrombosis	15	indication	1	0.0666666666666667	2	2	2	2		0
16132265	C0011633	dermatomyositis	1	indication	1	1	1	1	1	1		0
4189	C0549206	gravid	14	indication	6	0.428571428571429	1	1	1	1	0	0
5656	C0028643	numbness	97	indication	28	0.288659793814433	1	1	1	1	0	0
5743	C0022548	keloids	29	indication	8	0.275862068965517	1	1	1	1	0	0
5503	C0043096	weight loss	2	indication	2	1	1	1	1	1	0	0
31703	C1378703	kidney carcinoma	15	indication	3	0.2	1	1	1	1	0	0
121396	C0268543	NAGS deficiency	1	indication	1	1	1	1	1	1		0
4173	C0014118	endocarditis	79	indication	33	0.417721518987342	1	1	1	1	0	0
6918456	C0019080	hemorrhage	2	indication	2	1	1	1	1	1	0	0
125017	C0015672	fatigue	3	indication	3	1	1	1	1	1	0	0
5280972	C0018190	Granuloma inguinale	1	indication	1	1	1	1	1	1		0
9782	C0038013	ankylosing spondylitis	35	indication	3	0.0857142857142857	1	1	1	1	0	0
2520	C0233494	tension	42	indication	1	0.0238095238095238	1	1	1	1		0
222786	C0014742	erythema multiforme	2	indication	2	1	1	1	1	1	0	0
4594	C0041582	ulcer	39	indication	38	0.974358974358974	1	3	2.07894736842105	2	0.427537192778714	0
4497	C0002940	aneurysm	6	indication	6	1	1	1	1	1	0	0
2802	C0038990	sweating	34	indication	23	0.676470588235294	1	1	1	1	0	0
41744	C0007099	Carcinoma in Situ	2	indication	2	1	2	2	2	2	0	0
2720	C0013604	edema	8	indication	8	1	1	2	1.75	2	0.462910049886276	0.25
16132265	C0553662	juvenile rheumatoid arthritis	1	indication	1	1	1	1	1	1		0
6741	C0006114	cerebral edema	39	indication	17	0.435897435897436	1	2	1.35294117647059	1	0.492592183071889	1
444795	C0001144	acne vulgaris	36	indication	21	0.583333333333333	1	1	1	1	0	0
6741	C0085669	acute leukemia	39	indication	20	0.512820512820513	1	1	1	1	0	0
40703	C0234215	discomfort	2	indication	2	1	1	1	1	1	0	0
33255	C0349006	Staphylococcus aureus SEPTICEMIA	41	indication	8	0.195121951219512	1	1	1	1	0	0
5819	C0009421	coma	113	indication	1	0.00884955752212389	1	1	1	1		0
2170	C0003467	anxiety	2	indication	2	1	1	1	1	1	0	0
3478	C0020456	hyperglycemia	48	indication	23	0.479166666666667	1	1	1	1	0	0
383413	C0014867	esophageal varices	20	indication	11	0.55	2	2	2	2	0	0
213039	C0021051	immunodeficiency	4	indication	3	0.75	1	1	1	1	0	0
84029	C0000833	abscess	40	indication	21	0.525	1	1	1	1	0	0
77993	C0236018	aura	5	indication	5	1	1	1	1	1	0	0
5381	C0151908	dry skin	9	indication	2	0.222222222222222	2	2	2	2	0	0
5329102	C0006826	cancer	6	indication	1	0.166666666666667	2	2	2	2		0
5959	C0015403	ocular infection	4	indication	2	0.5	1	1	1	1	0	0
5311167	C0037274	skin disorder	19	indication	19	1	1	1	1	1	0	0
148121	C0079774	PTCL	1	indication	1	1	1	1	1	1		0
5362118	C0036916	Sexually Transmitted Diseases	94	indication	3	0.0319148936170213	1	1	1	1	0	0
151068	C0004030	aspergillosis	2	indication	2	1	2	2	2	2	0	0
9690109	C0037315	sleep apnea	1	indication	1	1	1	1	1	1		0
5825	C0151611	abnormal electroencephalogram	16	indication	8	0.5	1	1	1	1	0	0
60749	C0007138	transitional cell carcinoma	28	indication	8	0.285714285714286	1	1	1	1	0	0
129211	C0242292	Albright Syndrome	37	indication	1	0.027027027027027	1	1	1	1		0
60834	C0037317	sleep disturbances	21	indication	13	0.619047619047619	1	1	1	1	0	0
3001055	C0700361	upset	54	indication	2	0.037037037037037	1	1	1	1	0	0
62816	C0595929	elevated serum cholesterol	9	indication	3	0.333333333333333	1	1	1	1	0	0
5358	C0033046	pms	56	indication	3	0.0535714285714286	1	1	1	1	0	0
11598201	C0019693	HIV infection	1	indication	1	1	1	1	1	1		0
20279	C0024299	lymphoma	4	indication	1	0.25	1	1	1	1		0
6869	C0032269	Pneumococcal infections	7	indication	7	1	1	1	1	1	0	0
222786	C0409974	lupus	2	indication	2	1	2	2	2	2	0	0
5743	C0241669	vein occlusion	29	indication	1	0.0344827586206897	2	2	2	2		0
4178	C0042514	ventricular tachycardia	3	indication	3	1	1	1	1	1	0	0
3463	C0023817	Type I hyperlipoproteinemia	37	indication	21	0.567567567567568	1	1	1	1	0	0
5754	C0011633	dermatomyositis	67	indication	10	0.149253731343284	1	1	1	1	0	0
3156	C0600260	obstructive pulmonary disease	3	indication	3	1	1	1	1	1	0	0
4173	C0700198	aspiration	79	indication	26	0.329113924050633	1	1	1	1	0	0
5755	C0026948	Mycosis fungoides	30	indication	20	0.666666666666667	1	1	1	1	0	0
5281021	C0311389	Nongonococcal urethritis	34	indication	22	0.647058823529412	1	1	1	1	0	0
42890	C0023470	myeloid leukemia	6	indication	4	0.666666666666667	1	1	1	1	0	0
441140	C0040252	tinea corporis	8	indication	8	1	1	1	1	1	0	0
31307	C0035204	respiratory disorder	62	indication	6	0.0967741935483871	1	1	1	1	0	0
222786	C0035455	rhinitis	2	indication	2	1	1	1	1	1	0	0
168924	C0022658	nephropathy	2	indication	2	1	1	1	1	1	0	0
6741	C0018939	Hematologic Disorders	39	indication	32	0.82051282051282	1	1	1	1	0	0
441276	C0015914	fertility	12	indication	1	0.0833333333333333	1	1	1	1		0
31307	C0003860	arteritis	62	indication	6	0.0967741935483871	1	1	1	1	0	0
3019	C0242363	islet cell adenoma	2	indication	1	0.5	1	1	1	1		0
5288826	C0849925	ventricular failure	97	indication	1	0.0103092783505155	1	1	1	1		0
6010	C1963961	testosterone deficiency	3	indication	3	1	1	1	1	1	0	0
2519	C0728731	prematurity	9	indication	8	0.888888888888889	1	1	1	1	0	0
3108	C0085605	hepatic failure	19	indication	1	0.0526315789473684	1	1	1	1		0
441335	C0033046	pms	33	indication	1	0.0303030303030303	1	1	1	1		0
3494	C0007789	cerebral palsy	16	indication	1	0.0625	1	1	1	1		0
8784	C0012739	disseminated intravascular coagulation	35	indication	25	0.714285714285714	1	2	1.32	1	0.476095228569523	1
5311221	C0028840	ocular hypertension	13	indication	13	1	1	1	1	1	0	0
5742673	C1112209	abdominal infections	10	indication	8	0.8	1	1	1	1	0	0
4946	C0338480	common migraine	46	indication	31	0.673913043478261	1	1	1	1	0	0
2726	C0338831	manic	9	indication	9	1	1	1	1	1	0	0
5819	C0206682	FTC	113	indication	17	0.150442477876106	2	2	2	2	0	0
5281021	C0009770	Inclusion conjunctivitis	34	indication	22	0.647058823529412	1	1	1	1	0	0
667477	C0338831	manic	19	indication	13	0.684210526315789	1	1	1	1	0	0
149096	C0043241	wound infections	59	indication	44	0.745762711864407	1	1	1	1	0	0
31307	C0018939	Hematologic Disorders	62	indication	6	0.0967741935483871	1	1	1	1	0	0
3467	C0152081	pustular psoriasis	26	indication	7	0.269230769230769	1	1	1	1	0	0
3339	C0025320	menopause	34	indication	3	0.0882352941176471	1	1	1	1	0	0
4680	C0027051	myocardial infarction	1	indication	1	1	1	1	1	1		0
9003	C0151824	biliary pain	1	indication	1	1	1	1	1	1		0
123606	C0009088	cluster headache	6	indication	6	1	1	1	1	1	0	0
2022	C0042769	viral infection	50	indication	4	0.08	1	1	1	1	0	0
72466	C0278996	head and neck cancer	2	indication	2	1	1	1	1	1	0	0
667490	C0023434	chronic lymphocytic leukemia	8	indication	8	1	1	1	1	1	0	0
2764	C0877248	adverse events	159	indication	79	0.49685534591195	1	1	1	1	0	0
4158	C0262405	Brain Dysfunction	50	indication	21	0.42	2	2	2	2	0	0
2405	C0857121	hypertensive	13	indication	8	0.615384615384615	1	1	1	1	0	0
5280360	C0020217	hydatidiform mole	8	indication	1	0.125	1	1	1	1		0
6474909	C0042961	volvulus	4	indication	3	0.75	1	1	1	1	0	0
4033	C0559546	ADVERSE REACTIONS	5	indication	3	0.6	1	1	1	1	0	0
68844	C0020538	hypertension	3	indication	3	1	1	1	1	1	0	0
6741	C0687702	remission	39	indication	32	0.82051282051282	1	1	1	1	0	0
12035	C0035127	overuse syndrome	11	indication	1	0.0909090909090909	1	1	1	1		0
2812	C0040247	tinea	14	indication	4	0.285714285714286	1	1	1	1	0	0
657237	C0278791	refractory CLL	19	indication	1	0.0526315789473684	1	1	1	1		0
5215	C0029882	otitis media	1	indication	1	1	1	1	1	1		0
222786	C0033860	psoriasis	2	indication	2	1	1	1	1	1	0	0
29029	C0041343	tuboovarian abscess	85	indication	2	0.0235294117647059	1	1	1	1	0	0
71771	C0003864	arthritis	1	indication	1	1	1	1	1	1		0
446157	C0027726	nephrotic syndrome	16	indication	4	0.25	1	1	1	1	0	0
5833	C1384514	Primary hyperaldosteronism	19	indication	17	0.894736842105263	2	2	2	2	0	0
64710	C0009319	colitis	4	indication	3	0.75	1	1	1	1	0	0
9578572	C0038454	cerebrovascular accident	1	indication	1	1	1	1	1	1		0
5029	C0013295	duodenal ulcer	15	indication	15	1	1	5	2.33333333333333	2	1.44749372891149	0.5
6741	C0392707	atopic	39	indication	32	0.82051282051282	1	1	1	1	0	0
2244	C0033046	pms	16	indication	2	0.125	1	1	1	1	0	0
4057	C0030920	peptic ulcer	3	indication	3	1	1	1	1	1	0	0
65492	C0004114	astrocytoma	5	indication	3	0.6	1	1	1	1	0	0
441335	C0006266	bronchospasm	33	indication	3	0.0909090909090909	1	1	1	1	0	0
784	C0021311	infection	4	indication	3	0.75	1	1	1	1	0	0
11243969	C0030305	pancreatitis	2	indication	2	1	1	1	1	1	0	0
65492	C0025286	meningioma	5	indication	3	0.6	1	1	1	1	0	0
4913	C0546959	atrial tachycardia	5	indication	3	0.6	1	1	1	1	0	0
5754	C0032285	pneumonia	67	indication	10	0.149253731343284	1	1	1	1	0	0
4173	C0241157	pustules	79	indication	25	0.316455696202532	1	1	1	1	0	0
10607	C0007097	carcinoma	7	indication	7	1	1	1	1	1	0	0
5742673	C0035334	cord	10	indication	10	1	1	1	1	1	0	0
2723601	C0023434	chronic lymphocytic leukemia	6	indication	2	0.333333333333333	1	1	1	1	0	0
24843	C0013537	eclampsia	1	indication	1	1	1	1	1	1		0
2094	C0948643	hyperuricosuria	27	indication	3	0.111111111111111	1	1	1	1	0	0
2244	C0149931	migraine	16	indication	4	0.25	1	1	1	1	0	0
3114	C0021308	infarction	6	indication	3	0.5	1	1	1	1	0	0
3948	C0042029	urinary tract infection	6	indication	4	0.666666666666667	4	4	4	4	0	0
5281106	C0022408	arthrosis	66	indication	10	0.151515151515152	2	2	2	2	0	0
3467	C0011603	dermatitis	26	indication	7	0.269230769230769	1	1	1	1	0	0
441199	C0243001	abdominal abscess	15	indication	15	1	1	1	1	1	0	0
31307	C0026948	Mycosis fungoides	62	indication	6	0.0967741935483871	1	1	1	1	0	0
10340	C0001125	lactic acidosis	1	indication	1	1	1	1	1	1		0
222786	C0085655	polymyositis	2	indication	2	1	1	1	1	1	0	0
3658	C0269661	vomiting of pregnancy	48	indication	6	0.125	1	1	1	1	0	0
4189	C1384589	tinea cruris	14	indication	3	0.214285714285714	1	2	1.66666666666667	2	0.577350269189626	0.5
5281042	C0026836	muscle relaxation	1	indication	1	1	1	1	1	1		0
3348	C0423153	lacrimation	22	indication	2	0.0909090909090909	1	1	1	1	0	0
444	C0004936	Psychiatric Disorders	82	indication	13	0.158536585365854	1	1	1	1	0	0
5526	C0019080	hemorrhage	6	indication	3	0.5	1	1	1	1	0	0
2720	C0020502	hyperparathyroidism	8	indication	2	0.25	1	1	1	1	0	0
2913	C0002792	anaphylaxis	12	indication	12	1	1	1	1	1	0	0
33255	C0729552	Genital Infections	41	indication	30	0.731707317073171	1	1	1	1	0	0
12560	C0006147	lactation	72	indication	6	0.0833333333333333	1	1	1	1	0	0
3001055	C0017181	gastrointestinal hemorrhage	54	indication	9	0.166666666666667	1	1	1	1	0	0
156391	C0242656	progression	70	indication	2	0.0285714285714286	1	1	1	1	0	0
456201	C0030409	paracoccidioidomycosis	21	indication	8	0.380952380952381	1	1	1	1	0	0
2140	C0155003	transient blindness	15	indication	1	0.0666666666666667	1	1	1	1		0
50599	C0021051	immunodeficiency	18	indication	4	0.222222222222222	1	1	1	1	0	0
6741	C0008526	choroiditis	39	indication	20	0.512820512820513	1	1	1	1	0	0
2764	C0242656	progression	159	indication	83	0.522012578616352	1	1	1	1	0	0
1176	C0010046	corns	42	indication	38	0.904761904761905	1	1	1	1	0	0
2756	C0024899	mastocytosis	6	indication	6	1	1	1	1	1	0	0
206	C0013604	edema	38	indication	1	0.0263157894736842	1	1	1	1		0
37542	C0019196	hepatitis C	37	indication	35	0.945945945945946	1	1	1	1	0	0
38904	C0023418	leukemia	5	indication	1	0.2	1	1	1	1		0
3793	C0026946	fungal infection	4	indication	3	0.75	1	1	1	1	0	0
441276	C0020649	hypotension	12	indication	1	0.0833333333333333	2	2	2	2		0
447043	C0026918	mycobacterial infections	70	indication	10	0.142857142857143	1	1	1	1	0	0
3009	C0006147	lactation	1	indication	1	1	1	1	1	1		0
146570	C1269683	major depressive disorder	16	indication	14	0.875	2	3	2.78571428571429	3	0.42581531362632	0
154100	C0424295	hyperkinesia	9	indication	6	0.666666666666667	3	3	3	3	0	0
5656	C0235240	pounding heart	97	indication	28	0.288659793814433	1	1	1	1	0	0
2770	C0025202	melanoma	5	indication	1	0.2	1	1	1	1		0
3345	C1306577	death	64	indication	9	0.140625	1	1	1	1	0	0
31703	C0151602	swelling of the face	15	indication	1	0.0666666666666667	1	1	1	1		0
4932	C0235480	paroxysmal atrial fibrillation	13	indication	6	0.461538461538462	2	2	2	2	0	0
3121	C0022107	irritability	106	indication	46	0.433962264150943	2	2	2	2	0	0
4112	C0003873	rheumatoid arthritis	3	indication	3	1	2	2	2	2	0	0
3161	C0018188	granuloma	34	indication	30	0.882352941176471	1	1	1	1	0	0
5282044	C0032285	pneumonia	6	indication	4	0.666666666666667	1	3	1.75	1	0.957427107756338	1.25
24843	C0039621	tetany	1	indication	1	1	1	1	1	1		0
56338	C0006826	cancer	11	indication	1	0.0909090909090909	1	1	1	1		0
6741	C0085932	Bullous dermatitis	39	indication	32	0.82051282051282	1	2	1.0625	1	0.245934688418982	0
441401	C0744130	diabetic foot infections	12	indication	9	0.75	1	1	1	1	0	0
5479537	C3160894	complicated infection	13	indication	3	0.230769230769231	1	1	1	1	0	0
5152	C0600260	obstructive pulmonary disease	13	indication	13	1	1	2	1.92307692307692	2	0.277350098112615	0
2284	C0037928	spinal cord disease	30	indication	22	0.733333333333333	1	1	1	1	0	0
12560	C0041912	upper respiratory tract infection	72	indication	38	0.527777777777778	1	1	1	1	0	0
2764	C0033817	pseudomonas infections	159	indication	37	0.232704402515723	1	1	1	1	0	0
2141	C0043352	dry mouth	6	indication	4	0.666666666666667	1	1	1	1	0	0
74989	C0032305	Pneumocystis	2	indication	2	1	2	2	2	2	0	0
65016	C0559546	ADVERSE REACTIONS	5	indication	5	1	1	1	1	1	0	0
3463	C0549634	LIPID ABNORMALITY	37	indication	19	0.513513513513513	1	1	1	1	0	0
148123	C1140680	ovarian cancer	27	indication	3	0.111111111111111	1	1	1	1	0	0
4723	C0231170	disability	2	indication	2	1	1	1	1	1	0	0
29029	C0559546	ADVERSE REACTIONS	85	indication	21	0.247058823529412	1	1	1	1	0	0
3385	C0546837	esophageal cancer	20	indication	1	0.05	1	1	1	1		0
2764	C0302361	Shigella sonnei	159	indication	86	0.540880503144654	1	1	1	1	0	0
6918155	C0035455	rhinitis	11	indication	7	0.636363636363636	1	2	1.71428571428571	2	0.487950036474267	0.5
50294	C0009766	Allergic conjunctivitis	3	indication	2	0.666666666666667	1	1	1	1	0	0
2088	C0743575	esophageal irritation	53	indication	1	0.0188679245283019	1	1	1	1		0
4763	C0013537	eclampsia	4	indication	1	0.25	1	1	1	1		0
4673	C0029400	osteitis	30	indication	2	0.0666666666666667	1	1	1	1	0	0
3724	C0028945	oligodendrogliomas	5	indication	2	0.4	1	1	1	1	0	0
338	C0003864	arthritis	38	indication	1	0.0263157894736842	3	3	3	3		0
4236	C0917799	hypersomnia	6	indication	5	0.833333333333333	1	1	1	1	0	0
5458213	C0025303	meningococcal infection	11	indication	10	0.909090909090909	2	2	2	2	0	0
65863	C0040259	tinea pedis	2	indication	2	1	1	1	1	1	0	0
5479	C0023886	amebic liver abscess	2	indication	2	1	1	1	1	1	0	0
5865	C0003873	rheumatoid arthritis	43	indication	43	1	1	3	2.11627906976744	3	0.980993236362815	2
441276	C0278488	metastatic breast cancer	12	indication	1	0.0833333333333333	1	1	1	1		0
439260	C0857353	hypotensive	4	indication	4	1	1	1	1	1	0	0
168708	C2939420	metastatic disease	45	indication	4	0.0888888888888889	1	1	1	1	0	0
2761171	C0376405	Patient nonadherence	3	indication	3	1	1	1	1	1	0	0
5920	C0020676	hypothyroidism	10	indication	7	0.7	1	1	1	1	0	0
16132441	C0272285	heparin induced thrombocytopenia	3	indication	1	0.333333333333333	2	2	2	2		0
9433	C0004096	asthma	6	indication	6	1	1	1	1	1	0	0
5479537	C0749647	Empiric Therapy	13	indication	13	1	2	3	2.15384615384615	2	0.375533808099405	0
125017	C0917801	insomnia	3	indication	3	1	1	1	1	1	0	0
129211	C2937421	prostatic hyperplasia	37	indication	37	1	1	2	1.02702702702703	1	0.164398987305357	0
6230	C0425979	Nulliparous	12	indication	9	0.75	1	1	1	1	0	0
5280962	C0003175	anthrax	6	indication	6	1	1	1	1	1	0	0
37542	C0242656	progression	37	indication	6	0.162162162162162	2	2	2	2	0	0
60846	C0018801	heart failure	8	indication	7	0.875	2	2	2	2	0	0
25077648	C0020507	hyperplasia	4	indication	2	0.5	1	1	1	1	0	0
5904	C0031350	pharyngitis	8	indication	1	0.125	1	1	1	1		0
5291	C1112486	aggressive systemic mastocytosis	27	indication	4	0.148148148148148	1	2	1.5	2	0.577350269189626	1
667477	C0392707	atopic	19	indication	2	0.105263157894737	1	1	1	1	0	0
2145	C0001430	adenomas	2	indication	2	1	1	1	1	1	0	0
5566	C0025362	mental retardation	3	indication	3	1	1	1	1	1	0	0
60855	C0006147	lactation	6	indication	2	0.333333333333333	1	1	1	1	0	0
3715	C2712871	attacks of gout	28	indication	1	0.0357142857142857	1	1	1	1		0
5073	C0559546	ADVERSE REACTIONS	151	indication	89	0.589403973509934	1	1	1	1	0	0
31100	C0013384	dyskinesia	7	indication	6	0.857142857142857	1	1	1	1	0	0
2770	C0033575	prostate	5	indication	1	0.2	1	1	1	1		0
29029	C0014121	bacterial endocarditis	85	indication	7	0.0823529411764706	1	1	1	1	0	0
3366	C0042029	urinary tract infection	4	indication	4	1	1	1	1	1	0	0
6918558	C0042024	urinary incontinence	3	indication	3	1	1	1	1	1	0	0
3161	C0026936	Mycoplasma	34	indication	30	0.882352941176471	1	1	1	1	0	0
51038	C0010692	cystitis	7	indication	6	0.857142857142857	1	1	1	1	0	0
5426	C0040038	thromboembolism	14	indication	2	0.142857142857143	1	1	1	1	0	0
43815	C0233477	dysphoria	95	indication	34	0.357894736842105	1	1	1	1	0	0
5479537	C0006826	cancer	13	indication	13	1	1	2	1.23076923076923	1	0.438529009653515	0
5281008	C0009450	infectious	6	indication	6	1	1	1	1	1	0	0
5865	C0040147	thyroiditis	43	indication	39	0.906976744186046	1	1	1	1	0	0
154417	C0022107	irritability	23	indication	23	1	1	1	1	1	0	0
5360373	C0008497	choriocarcinoma	3	indication	2	0.666666666666667	1	1	1	1	0	0
5755	C0029077	Sympathetic ophthalmia	30	indication	20	0.666666666666667	1	1	1	1	0	0
33613	C0014121	bacterial endocarditis	56	indication	6	0.107142857142857	1	1	1	1	0	0
29029	C0242172	pelvic inflammatory disease	85	indication	1	0.0117647058823529	1	1	1	1		0
60774	C0878773	overactive bladder	7	indication	7	1	1	1	1	1	0	0
222786	C0751438	posterior	2	indication	2	1	1	1	1	1	0	0
2733525	C0278488	metastatic breast cancer	25	indication	16	0.64	2	2	2	2	0	0
446157	C0007222	cardiovascular disease	16	indication	7	0.4375	3	3	3	3	0	0
154417	C0037036	increased salivation	23	indication	12	0.521739130434783	1	1	1	1	0	0
5702160	C0013395	dyspepsia	46	indication	5	0.108695652173913	1	1	1	1	0	0
3746	C0004096	asthma	17	indication	7	0.411764705882353	1	1	1	1	0	0
5743	C0271738	secondary adrenocortical insufficiency	29	indication	20	0.689655172413793	1	1	1	1	0	0
12560	C0035436	rheumatic fever	72	indication	48	0.666666666666667	1	2	1.91666666666667	2	0.279310193865464	0
3033637	C0013295	duodenal ulcer	12	indication	11	0.916666666666667	1	1	1	1	0	0
2244	C0007859	neck pain	16	indication	7	0.4375	1	1	1	1	0	0
41781	C0035078	renal failure	12	indication	12	1	1	1	1	1	0	0
38904	C0025202	melanoma	5	indication	1	0.2	1	1	1	1		0
53232	C0085096	peripheral vascular disorder	48	indication	1	0.0208333333333333	1	1	1	1		0
3161	C0241157	pustules	34	indication	1	0.0294117647058824	1	1	1	1		0
4927	C0009766	Allergic conjunctivitis	55	indication	38	0.690909090909091	1	1	1	1	0	0
3032	C0003873	rheumatoid arthritis	66	indication	39	0.590909090909091	1	1	1	1	0	0
5280962	C0038160	staphylococcal infections	6	indication	6	1	1	1	1	1	0	0
72466	C0080032	malignant pleural effusions	2	indication	2	1	2	2	2	2	0	0
3385	C0006142	breast cancer	20	indication	1	0.05	1	1	1	1		0
3100	C0037383	sneezing	15	indication	6	0.4	1	1	1	1	0	0
110635	C1704272	benign prostatic hyperplasia	19	indication	2	0.105263157894737	2	2	2	2	0	0
5281011	C0311389	Nongonococcal urethritis	38	indication	18	0.473684210526316	1	2	1.05555555555556	1	0.235702260395516	0
5865	C0038013	ankylosing spondylitis	43	indication	43	1	1	1	1	1	0	0
56338	C0014457	eosinophilia	11	indication	2	0.181818181818182	1	1	1	1	0	0
33255	C0027438	nasopharynx	41	indication	30	0.731707317073171	1	1	1	1	0	0
39186	C0085617	artery spasm	68	indication	21	0.308823529411765	1	1	1	1	0	0
16136245	C0033575	prostate	1	indication	1	1	1	1	1	1		0
42890	C0687702	remission	6	indication	2	0.333333333333333	1	1	1	1	0	0
213039	C1306577	death	4	indication	2	0.5	1	1	1	1	0	0
2764	C0151521	bacterial resistance	159	indication	122	0.767295597484277	1	1	1	1	0	0
3672	C0234233	tenderness	104	indication	20	0.192307692307692	1	3	1.8	1	1.00524937990007	2
5865	C0003872	psoriatic arthritis	43	indication	43	1	1	1	1	1	0	0
